Title,Skills,Location,Company,Content,URL
Senior React Developer - Remote,"ReactJS, JavaScript, Java EE","Beograd, Remote",TNation,"TNation is a domestic IT company with centers in Belgrade, Novi Sad and Nis.
Now that remote work is the new normal, we employ engineers throughout Serbia
as well as in the surrounding region (BIH, Montenegro, Macedonia).
Our clients and partners are medium and large European companies that need
additional IT resources. We focus on building strong long-term relationships
with all our partners.
 If you want to participate in the development of projects such as:
   Logistics software that manages the movement of tankers around the world
   Software for testing car engines including BMW and Volvo
   Specialised and complicated financial instruments used by corporations across the globe
   Software for ophthalmology clinics in Scandinavia (40+ clinics)
   And many more... Join us!
 We are looking for a Senior React Developer. Key Skills and
Qualifications:
   5+ years of working experience
   Experience in React is required
   Knowledge of current JavaScript versions (ES 6, ES7) We offer:
   Private health insurance
   Excellent financial conditions
   Working on long-term projects
   Working in a positive work environment
   English language classes
   Team activities
Sport activities Join us!
TNation is focused on the satisfaction of its employees, we strive to create a
relaxed, pleasant and extremely successful business atmosphere. You will work
with some of the top experts in this business who will ensure you progress
daily in your career.
You will be able to learn, experiment and implement the latest technologies.
If your qualifications match our open positions - sign up / welcome to
TNation!
Please note that only short-listed candidates will be contacted. Looking
forward to meeting you!",https://www.joberty.rs/posao/senior-react-developer---remote/tnation/7951
Backend Junior Developer (Java) ,"Java, Spring, Spring Boot",Beograd,Red-Black Tree,"Red Black Tree is an entirely Serbian software company with over nine years of
experience in the industry. Our offices are located in Belgrade and Čačak,
with approximately 40 team members at the moment
Our focus is on software development, mostly for clients in the USA, Europe
and Asia. We’ve been dedicated to quality assurance, meeting deadlines,
professionalism and personal progress. We are a team that provides more than
it's promised - whenever it’s possible, which is the case most of the time.
That’s how we have acquired high-quality collaborations and long-term projects
which provide us with stability.
We value a friendly and positive environment - that’s why we put an extra
effort into keeping everything exceptional, from relations with co-workers to
the office equipment.
Technologies are carefully selected based on the project requirements. Those
are mainly complete systems, which include Mobile apps, Web applications,
Backend APIs, databases, containerization and Cloud, which will help you
acquire a broad and high-quality knowledge base. We’re not afraid to adapt to
modern technologies, just like we did with e.g. Angular, React, Vue.js, as
well as .NET Core, Elixir, Kotlin, Python and others before they became widely
used and popular.
 Project description
We are a team developing a software system for a major German automotive
company.
This is an Enterprise B2B project that exists for several years and requires
scalability and robustness.
As the project requires, the system is based on already approved and stable
technologies as well as new popular technologies such as Spring boot, EJB,
JSF, PrimeFaces, Oracle databases, Jenkins, Glassfish. The project's further
mission is to smartly integrate cutting-edge Cloud technologies like
microservices, APIs, and new frontend frameworks while maintaining and
constantly improving the existing system’s performance and stability.
As a new team member, you will have the opportunity to work with well-
experienced colleagues and to contribute to the growth and improvement of both
the team and the project itself.
We’re looking for developers who can understand and describe technical
tradeoffs, think creatively about paying down technical debt, while
simultaneously delivering enterprise-level solutions.
 What we look for
   University degree in computer science (or equivalent).
   At least 1.5 years of experience in Java Backend development.
   Experience with Spring and Spring Boot.
   Experience with Relational databases.
   Experience with PrimeFaces and JavaServer Pages is a plus.
   Experience with Jakarta Enterprise Beans is a plus.
   Experience with Docker and Kubernetes.
   Experience with HTML, CSS, JS.
   Advanced knowledge of code versioning tools (e.g. Git).
   Experience with building REST APIs is a plus.
   Experience working with Cloud Computing Services (AWS/GCP/Azure) is a plus.
   Experience with microservices or service-oriented architecture (SOA) is a plus.
   Experience with distributed systems is a plus.
   Experience with Kafka and RabbitMQ is a plus.
   Experience with gRPC is a plus.
   Experience in working with medium to large teams.
   Proactivity and self-determination in every aspect of work.
   Motivation for sharing knowledge with less experienced colleagues.
   Readiness to learn new skills and grow with the company.
 What we provide
   Dynamic and challenging end-to-end projects.
   New technologies in action.
   Experienced seniors to work with.
   Possibility to switch projects and technologies.
   Competitive salary.
   Developer-centric, macOS-dominated environment.
   Private health insurance.
   Hybrid working model.",https://www.joberty.rs/posao/backend-junior-developer-(java)-/red-black-tree/7947
Backend Mid-level Developer (Java) ,"Java, Spring, Spring Boot",Beograd,Red-Black Tree,"Red Black Tree is an entirely Serbian software company with over nine years of
experience in the industry. Our offices are located in Belgrade and Čačak,
with approximately 40 team members at the moment.
Our focus is on software development, mostly for clients in the USA, Europe
and Asia. We’ve been dedicated to quality assurance, meeting deadlines,
professionalism and personal progress. We are a team that provides more than
it's promised - whenever it’s possible, which is the case most of the time.
That’s how we have acquired high-quality collaborations and long-term projects
which provide us with stability.
We value a friendly and positive environment - that’s why we put an extra
effort into keeping everything exceptional, from relations with co-workers to
the office equipment.
Technologies are carefully selected based on the project requirements. Those
are mainly complete systems, which include Mobile apps, Web applications,
Backend APIs, databases, containerization and Cloud, which will help you
acquire a broad and high-quality knowledge base. We’re not afraid to adapt to
modern technologies, just like we did with e.g. Angular, React, Vue.js, as
well as .NET Core, Elixir, Kotlin, Python and others before they became widely
used and popular.
 Project description
We are a team developing a software system for a major German automotive
company.
This is an Enterprise B2B project that exists for several years and requires
scalability and robustness.
As the project requires, the system is based on already approved and stable
technologies as well as new popular technologies such as Spring boot, EJB,
JSF, PrimeFaces, Oracle databases, Jenkins, Glassfish. The project's further
mission is to smartly integrate cutting-edge Cloud technologies like
microservices, APIs, and new frontend frameworks while maintaining and
constantly improving the existing system’s performance and stability.
As a new team member, you will have the opportunity to work with well-
experienced colleagues and to contribute to the growth and improvement of both
the team and the project itself.
We’re looking for developers who can understand and describe technical
tradeoffs, think creatively about paying down technical debt, while
simultaneously delivering enterprise-level solutions.
 What we look for
   University degree in computer science (or equivalent).
   At least 4 years of experience in Java Backend development.
   Experience with Spring and Spring Boot.
   Experience with Relational databases, preferably Oracle.
   Experience with PrimeFaces and JavaServer Pages.
   Experience with Jakarta Enterprise Beans is a big plus.
   Experience with Struts is a plus.
   Experience with Liferay is a plus.
   Experience with Docker and Kubernetes.
   Experience with HTML, CSS, JS.
   Advanced knowledge of code versioning tools (e.g. Git).
   Experience with building REST APIs is a plus.
   Experience working with Cloud Computing Services (AWS/GCP/Azure) is a plus.
   Experience with microservices or service-oriented architecture (SOA) is a plus.
   Experience with distributed systems is a plus.
   Experience with Kafka and RabbitMQ is a plus.
   Experience with gRPC is a plus.
   Experience in working with medium to large teams.
   Proactivity and self-determination in every aspect of work.
   Motivation for sharing knowledge with less experienced colleagues.
   Readiness to learn new skills and grow with the company.
 What we provide
   Dynamic and challenging end-to-end projects.
   New technologies in action.
   Experienced seniors to work with.
   Possibility to switch projects and technologies.
   Competitive salary.
   Developer-centric, macOS-dominated environment.
   Flexible working hours.
   Private health insurance.
   Hybrid working model.",https://www.joberty.rs/posao/backend-mid-level-developer-(java)-/red-black-tree/7946
QA  Automation Engineer (PhoneID API Team),"Java, Linux, Python, JMeter",Beograd,TeleSign,"Summary
The QA Automation Engineer is responsible for the improvement of the quality
of our internally developed software systems. This engineer owns all testing
activities, test automation frameworks, and can work on the research, design,
and implementation of software that is a part of the team domain.
 Responsibilities
   Complete ownership of all end-to-end testing activities including performance tests for highly complex and distributed backend systems to support core products
   Maintain robust test automation frameworks on multiple application platforms
   Create test plans, test cases, and perform acceptance and manual tests when needed
   Research, design, and implement software that is a part of the team domain, based on the team priority
   Investigate and troubleshoot potential environment and/or test issues
   Work closely with Operation and Release teams on planning, deploying, and testing new software releases
   Cooperate with other engineers to produce high quality and resilient products
 Essential Requirements
   2+ years of test automation experience or software development with OOP (Java, Python, ...)
   Experience writing tests using popular test automation frameworks
   Solid skills and knowledge of Computer Science fundamentals, REST, network protocols, Linux, relational and non-relational DB systems
   Clear understanding of QA principles and methodology and the ability to apply this understanding directly to concrete QA problems
   Strong analytical and problem-solving skills with attention to detail
   Excellent oral and written communication skills
   Degree in Computer Science and/or equivalent work experience
 Preferred Qualifications
   Object-oriented programming experience
   Exposure to large traffic sites or services
   Experience with JIRA, or other ticketing/bug tracking system
   Release management experience
   Experience with REST API development
   Experience with Redis, ELK Stack (elasticsearch, Logstash, Kibana)
   Git and GitFlow experience
   Experience in one of the preferred languages Python/Java
   Experience in performance testing using any popular performance test tool (e.g., JMeter, Locust)
   Experience with BDD approach and Gherkin language
 We are offering
   Good compensation - Competitive € salary plus benefits package. 
   Development opportunities. 
   Challenging but also a friendly working environment. 
   And much, much more... 
 About TeleSign
TeleSign connects and protects online experiences with sophisticated customer
identity and engagement solutions. Through APIs that deliver user
verification, data insights, and communications we solve today’s unique
customer challenges by bridging businesses to the complex world of global
telecommunications.
TeleSign is proud to be an equal opportunity employer. We believe our
differences help us create a better workplace, a better product, and a better
community. We do not discriminate on the basis of race, color, ancestry,
religion, national origin, marital status, pregnancy, sex, sexual orientation,
gender, gender identity or expression, age, genetic information, disability,
military or veteran status, or any other basis protected by federal, state or
local law, ordinance or regulation.
TeleSign is an Affirmative Action Employer and as part of the commitment to
AAP, it will seek to ensure affirmative action to provide equality of
opportunity in all aspects of employment, and that all personnel activities,
such as the recruitment selection, training, compensation, benefits,
discipline, promotion, transfer, layoff and termination processes remain free
of illegal discrimination and harassment based on protected characteristics.",https://www.joberty.rs/posao/qa-automation-engineer-(phoneid-api-team)/telesign/7938
Backend Software Engineer,"Git, Java, Linux, Python, SQL, AWS",Beograd,TeleSign,"Summary
The Software Engineer will be responsible for expansion of existing platform
as well as for development of new backend services. This position is strongly
backend development oriented. Python is used as main programming language, but
chance will be also given to candidates with experience in backend development
using other technologies.
 Responsibilities
   Participate in the development process: design, development, testing, and deployment
   Implement highly available and scalable 24/7 services
   Participate in design and code reviews to help increase the quality of our products
   Support existing systems while making enhancements towards future architecture
   Choose the best technology for the situation in coordination with the manager and principal engineer
   Follow the software lifecycle process when developing software
   Interact with business units effectively regarding requirements and specifications
   Work within a scrum team
 Essential Requirements
   2-4 years of hands-on software development experience preferred in a Linux environment
   Work with minimal supervision on well-defined, specific tasks
   Understand development best practices and standards (design patterns, coding standards, etc.)
   Collaborate with team members or other groups in writing functional, design, and interface documents and prototypes
   Solid experience in Git and branching
   Self-learner with strong problem solving and analytical skills
   Excellent interpersonal, communications and organizational skills
   Degree in Computer Science or equivalent experience
 Preferred Qualifications
   Experience in one of the preferred languages: Python/Java
   Experience with REST API development
   Experience with high volume web services. Caching, distributed processing, replication, and performance profiling (varies by team)
   Knowledge of basic Linux system administration tasks
   Good SQL and database design skills
   Understanding of AGILE and SCRUM methodologies
 Nice to have:
   Experience with AWS.
   Knowledge of Tornado, FastAPI or some other async frameworks.
 We are offering:
   Good compensation - Competitive € salary plus benefits package.
   Development opportunities.
   Challenging but also a friendly working environment.
 About TeleSign:
TeleSign connects and protects online experiences with sophisticated customer
identity and engagement solutions. Through APIs that deliver user
verification, data insights, and communications we solve today’s unique
customer challenges by bridging businesses to the complex world of global
telecommunications.
TeleSign is proud to be an equal opportunity employer. We believe our
differences help us create a better workplace, a better product, and a better
community. We do not discriminate on the basis of race, color, ancestry,
religion, national origin, marital status, pregnancy, sex, sexual orientation,
gender, gender identity or expression, age, genetic information, disability,
military or veteran status, or any other basis protected by federal, state or
local law, ordinance or regulation.
TeleSign is an Affirmative Action Employer and as part of the commitment to
AAP, it will seek to ensure affirmative action to provide equality of
opportunity in all aspects of employment, and that all personnel activities,
such as the recruitment selection, training, compensation, benefits,
discipline, promotion, transfer, layoff and termination processes remain free
of illegal discrimination and harassment based on protected characteristics.",https://www.joberty.rs/posao/backend-software-engineer/telesign/7937
QA  Automation Engineer (Billing team),"Java, JUnit, OOP, Python, TestNG, Cucumber",Beograd,TeleSign,"Summary
The QA Automation Engineer (Billing Team) is responsible for the improvement
of the quality of our internally developed software systems. This engineer
owns all testing activities, test automation frameworks, and can work on the
research, design, and implementation of software that is a part of the team
domain.
Billing team is responsible for Billing System in Telesign – a system
responsible for billing our customers based on transactions and services
provided.
 Key responsibilities
   Complete ownership of all end-to-end testing activities, including writing and executing manual, automated, and performance tests for complex and distributed backend systems to support TeleSign core products.
   Maintaining robust test automation frameworks on multiple application platforms.
   Creating test plans, test cases, and performing acceptance and manual tests when needed.
   Based on the team priority - research, design, and implementation of software that is a part of the team domain.
   Investigating and troubleshooting potential environment and/or test issues.
   Working closely with Operation and Release teams on planning, deploying, and testing new software releases.
   Cooperate with other engineers to produce high quality and resilient products.
 Requirements
   2+ years of test automation experience or software development with OOP (Java, Python, ...)
   Degree in Computer Science and/or equivalent work experience.
   Experience writing tests using popular test automation frameworks.
   A clear understanding of QA principles and methodology and the ability to apply this understanding directly to concrete QA problems.
   Solid skills and knowledge of Computer Science fundamentals, network protocols, Linux, relational and non-relational DB systems.
   Strong analytical and problem-solving skills with attention to detail.
   Excellent oral and written communication skills.
   Fluent in English, verbal and written.
 We are offering
   Good compensation - Competitive € salary plus benefits package.
   Development opportunities.
   Challenging but also a friendly working environment.
   And much, much more...
 About TeleSign
TeleSign connects and protects online experiences with sophisticated customer
identity and engagement solutions. Through APIs that deliver user
verification, data insights, and communications we solve today’s unique
customer challenges by bridging businesses to the complex world of global
telecommunications.
TeleSign is proud to be an equal opportunity employer. We believe our
differences help us create a better workplace, a better product, and a better
community. We do not discriminate on the basis of race, color, ancestry,
religion, national origin, marital status, pregnancy, sex, sexual orientation,
gender, gender identity or expression, age, genetic information, disability,
military or veteran status, or any other basis protected by federal, state or
local law, ordinance or regulation.
TeleSign is an Affirmative Action Employer and as part of the commitment to
AAP, it will seek to ensure affirmative action to provide equality of
opportunity in all aspects of employment, and that all personnel activities,
such as the recruitment selection, training, compensation, benefits,
discipline, promotion, transfer, layoff and termination processes remain free
of illegal discrimination and harassment based on protected characteristics.",https://www.joberty.rs/posao/qa-automation-engineer-(billing-team)/telesign/7936
Senior QA Automation Engineer,"Java, JMeter, OOP, Python, AWS",Beograd,TeleSign,"Summary
The Senior QA Automation Engineer is responsible for the improvement of the
quality of our internally developed software systems. This engineer owns and
leads all testing activities, gives guidance to other test and developer
engineers on the testing strategy, does research and design for the building
and maintaining test automation frameworks, and can work on the research,
design, and implementation of software that is a part of team domains. The
Senior QA Automation Engineer is responsible for ensuring compliance with new
and existing quality standards, implementing quality management actions, and
contributing to the development of company policies and procedures.
 Who you are:
   (Senior) QA Automation Engineer, or were one, who wants to make a next career step 
   You love to work with people and discuss ideas at least as much as working with machines and writing code
   You can grasp abstract ideas and make them work without the need to go into full implementation to test out your hypothesis
   Love working on new things and Proof of Concepts
   Have some experience in mentoring QA and Dev colleagues
   Don't mind occasionally asking people: ""Are we there yet?""
 Responsibilities
   Working on Proof of Concepts and choosing the right tool for the right job
   Document PoC findings in a way that Developers and QA/SDETs can use them with little or no additional research
   Suggest improvements of QA process by suggesting both new tools, best practices, and documentation formats
   Be involved in quarterly planning, in coordination with Senior Engineering Manager, and push for QA improvements and follow up on them until they are implemented
   Be in sync with QAs from multiple teams and track execution of both QA and Engineering goals
   Establish yourself as a go-to person for all testing, best practices, and process related questions
 Essential Requirements
   University Degree or equivalent work experience
   Hands on experience of test automation or software development with OOP (Java, Python, ...)
   Experience writing automated functional tests using popular test automation frameworks with TDD/BDD approach
   Experience writing and executing performance tests using any popular performance test tool (JMeter, Locust, Gatling...)
   Mentorship experience in the QA domain
   Strong understanding of QA principles and methodology with the ability to apply this understanding directly to specific problems.
   Strong analytical and problem-solving skills with attention to detail
   Excellent oral and written communication skills
  Preferred Qualifications
   Strong understanding of AGILE and SCRUM methodologies
   Experience with CI/CD flows and practices
   Experience testing software in a virtualized environment and common open-source software packages
   Experience testing highly distributed backend systems based on various network protocols
   Experience with cloud computing (e.g., AWS)
   Exposure to large traffic sites or services
   Release management experience
   Exposure to NoSQL technologies (MongoDB, Redis, etc)
   Able to understand and contribute to the broader picture – overall solution architecture and interfacing to the owned parts
 We are offering
   Good compensation - Competitive € salary plus benefits package.
   Development opportunities.
   Challenging but also a friendly working environment.
   And much, much more...
 About TeleSign
TeleSign connects and protects online experiences with sophisticated customer
identity and engagement solutions. Through APIs that deliver user
verification, data insights, and communications we solve today’s unique
customer challenges by bridging businesses to the complex world of global
telecommunications.
TeleSign is proud to be an equal opportunity employer. We believe our
differences help us create a better workplace, a better product, and a better
community. We do not discriminate on the basis of race, color, ancestry,
religion, national origin, marital status, pregnancy, sex, sexual orientation,
gender, gender identity or expression, age, genetic information, disability,
military or veteran status, or any other basis protected by federal, state or
local law, ordinance or regulation.
TeleSign is an Affirmative Action Employer and as part of the commitment to
AAP, it will seek to ensure affirmative action to provide equality of
opportunity in all aspects of employment, and that all personnel activities,
such as the recruitment selection, training, compensation, benefits,
discipline, promotion, transfer, layoff and termination processes remain free
of illegal discrimination and harassment based on protected characteristics.",https://www.joberty.rs/posao/senior-qa-automation-engineer/telesign/7935
SAP FICO and LOG Consultant,Ostalo,Beograd,DXC Technology,"SAP consultants (4 positions) with experience at FI/CO or LOG area with close
cooperation with other SAP consultants, SAP solution architect, project
manager and support team and customer peers of course both on-site and off-
site.
 Job description:
   Analysis of customer’s business processess and requirements
   Implementation of business processes and requirements in SAP system
   SAP system configuration/customizing
   Creation of functional/development specifications for developer
   Testing of configured/implemented SAP system and creation of test case documents
   Creation of user and technical documentation (documentations about processes and system setup)
   Education/training of key/end users in SAP operations
   Support to customers in daily SAP operations
   Adoption of new SAP standard solutions, as well as new SAP technologies
   Identify opportunities for improvement
   Participation in SAP presales, solutioning and client interactions
 Knowledge and skills:
   Working experience in SAP consulting
   It is desirable to have SAP FI/CO or LOG certificates
   Usage of MS Office tools (Outlook, Word, Excel, PowerPoint)
   Conceptual and analytical skills, attention to detail and problem-solving skills
   The ability of decision making and problem solving
   Responsiveness to needs of internal and external customers
   Experience and ability to work in a team environment and establish good cooperation with colleagues
   Ability to learn new technologies
   Self-initiative and sense of responsibility
   Languages: Serbian and English (advanced knowledge in spoken and written). Knowledge of German would be a great advantage.",https://www.joberty.rs/posao/sap-fico-and-log-consultant/dxc-technology/7901
Senior Database Developer - Remote,"PSQL, SQL, Kafka, Cloud, AWS, .NET, Python",Beograd,TNation,"TNation.eu is a domestic IT company with centers in Belgrade, Novi Sad and
Nis. Now that remote work is the new normal, we employ engineers throughout
Serbia as well as in the surrounding region (BIH, Montenegro, Macedonia).
Our clients and partners are medium and large European companies that need
additional IT resources. We focus on building strong long-term relationships
with all our partners.
We are looking for a Senior Database Developer for our German client. You will
have the opportunity to work on an interesting project - an easy-to integrate
app for personalized business insights, across all functions development to
finance to production, powered by Al, and the end users are some of the
biggest German pharmaceutical companies.
 Required Skills & Experience:
   Expert Level SQL, PL/pgSQL, including stored procedures, functions, triggers, and views
   Extensive experience working with Cloud database technology, specifically Redshift
   Solid understanding of database design principals
   Solid understanding of query execution plans
   Nice to have, but not required:
   AWS toolchain (S3/Redshift )
   Procedural languages such as Python / .NET
   Profiling of database
   Knowledge of performance tuning and optimization
   Database load testing
   Problem-solving skills
   Ability to evaluate alternative solutions and/or workarounds
   Should be proactive and have the intellect to explore and come up with solutions
 Nice to have, but not required:
   AWS toolchain (S3/Redshift )
   Procedural languages such as Python / .NET
   Profiling of database
   Knowledge of performance tuning and optimization
   Database load testing
   Problem-solving skills
   Ability to evaluate alternative solutions and/or workarounds
   Should be proactive and have the intellect to explore and come up with solutions
 We offer:
   Private health insurance
   Excellent financial conditions
   Working on long-term projects
   Working in a positive work environment
   English language classes
   Team activities
   Sport activities
 _Join us!_
TNation is focused on the satisfaction of its employees, we strive to create a
relaxed, pleasant and extremely successful business atmosphere. You will work
with some of the top experts in this business who will ensure you progress
daily in your career.
You will be able to learn, experiment and implement the latest technologies.
If your qualifications match our open positions - sign up / welcome to
TNation!
Please note that only short-listed candidates will be contacted. Looking
forward to meeting you!",https://www.joberty.rs/posao/senior-database-developer---remote/tnation/7883
Senior Java Engineer,"Java, Spring, REST, Hibernate, SOAP",Beograd,Daon,"Opportunity:
Want to learn about biometric verification and work with the latest generation
smart phone technologies? Interested in learning new platforms and new
technology? This is the job for you! Daon is an innovative provider of award-
winning biometric identity assurance software products and services focused on
meeting the needs of governments and large commercial organizations worldwide.
We are currently looking for highly motivated Senior Java Engineers to join
the engineering team in our Belgrade or Novi Sad office.
 Your contribution:
You will work with our Dublin and US Engineering teams to help deliver
identity assurance solutions and products. The individual will be responsible
for, and must be proficient at, working in all phases of the software
development lifecycle. The role will be part of our flagship IdentityX product
development team and will be responsible for evolving the product and
integrating new biometric technologies as they become available. You have the
flexibility and desire to learn new technologies and have strong knowledge of
app deployment capabilities. You strive to improve capabilities, pick up and
champion new technology and programming languages, apply best software
development practices, look to add value and innovate. This is an exciting
opportunity to work with skilled team in an interesting and growing technology
space.
 You have:
   A minimum of 5 years of Enterprise Java experience with a product focus
   Must have strong analytical and problem-solving skills. Ability to create solutions to different problems. Desire to learn new skills and keep up to date with advances in development tools and frameworks.
   Experience working with most of the following technologies is a plus: Spring Framework, REST web services using Spring MVC, Hibernate (JPA annotations) and Soap Web services
   The right candidate should have: Strong OO skills, familiarity with modern multi-tiered applications and a good understanding of web technologies
   Have previously worked with any of the following relational databases: Oracle, SQL Server or MySQL
   The ability to rigorously test software to ensure it meets the expected requirements. This includes the ability to create automated test suites
   A good working knowledge of build and configuration management; SVN, Git, Maven, Jenkins, Bamboo, JIRA or similar tools
   The ability to work at all stages of the Software Development Lifecycle
   Experience with AWS is a plus
   Degree in Computer Science/Engineering or equivalent
   Familiarity with Agile/Scrum methodologies
   Ability to work independently and as a member of a team
   Very good verbal and written English
 We offer:
   Flexible work environment  
     Hybrid approach - work from home or office 
     Special budget for work from home equipment purchase
     Modern new office in the city center 
     Flexible working schedule
   Health & Wellness  
     Full-covered medical insurance for you and your family 
     Fitpass Card
     Company-sponsored life insurance
   Learning & Development  
     An opportunity to work with the latest tech stack within the growing world of biometric and identity 
     Budget for your education and personal development
   Great Culture  
     Organized Sport&Social Club and company events
     Supportive and friendly people
     International working environment 
     Possibility to travel abroad and much more!
 Selection Process:
   Qualified applicants will be invited to schedule a 30-minute introductory call with our HR Business Partner
   Candidates selected for 2nd round interview will then be invited to a series of practical interviews with members of the technical teams
   Successful candidates will be selected and contacted with an offer to join our team",https://www.joberty.rs/posao/senior-java-engineer/daon/7874
Java Engineer,"Java, Spring, Hibernate, SOAP",Beograd,Daon,"Opportunity:
Want to learn about biometric verification and work with the latest generation
smart phone technologies? Interested in learning new platforms and new
technology? This is the job for you! Daon is an innovative provider of award-
winning biometric identity assurance software products and services focused on
meeting the needs of governments and large commercial organizations worldwide.
We are currently looking for highly motivated Java Engineers to join the
engineering team in our Belgrade or Novi Sad office.
 Your contribution:
You will work with our Dublin and US Engineering teams to help deliver
identity assurance solutions and products. The individual will be responsible
for, and must be proficient at, working in all phases of the software
development lifecycle. The role will be part of our flagship IdentityX product
development team and will be responsible for evolving the product and
integrating new biometric technologies as they become available. You have the
flexibility and desire to learn new technologies and have strong knowledge of
app deployment capabilities. You strive to improve capabilities, pick up and
champion new technology and programming languages, apply best software
development practices, look to add value and innovate. This is an exciting
opportunity to work with skilled team in an interesting and growing technology
space.
 You have:
   3+ years Java development experience with a product focus
   Experience working with most of the following technologies is a plus: Spring Framework, REST web services using Spring MVC, Hibernate (JPA annotations) and Soap Web services
   The right candidate should have: Strong OO skills, familiarity with modern multi-tiered applications and a good understanding of web technologies
   Have previously worked with any of the following relational databases: Oracle, SQL Server or MySQL.
   The ability to rigorously test software to ensure it meets the expected requirements. This includes the ability to create automated test suites.
   A good working knowledge of build and configuration management; SVN, Git, Maven, Jenkins, Bamboo, JIRA or similar tools.
   The ability to work at all stages of the Software Development Lifecycle
   Degree in Computer Science/Engineering or equivalent
   Experience with AWS is a plus
   Familiarity with Agile/Scrum methodologies
   Ability to work independently and as a member of a team
   Very good verbal and written English
 We offer:
   Flexible work environment  
     Hybrid approach - work from home or office 
     Special budget for work from home equipment purchase
     Modern new office in the city center 
     Flexible working schedule
   Health & Wellness  
     Full-covered medical insurance for you and your family 
     Fitpass Card
     Company-sponsored life insurance
   Learning & Development  
     An opportunity to work with the latest tech stack within the growing world of biometric and identity 
     Budget for your education and personal development
   Great Culture  
     Organized Sport&Social Club and company events
     Supportive and friendly people
     International working environment 
     Possibility to travel abroad and much more!
 Selection Process:
   Qualified applicants will be invited to schedule a 30-minute introductory call with our HR Business Partner
   Candidates selected for 2nd round interview will then be invited to a series of practical interviews with members of the technical or functional team
   Successful candidates will be selected and contacted with an offer to join our team",https://www.joberty.rs/posao/java-engineer/daon/7873
DevOps Engineer,"Linux, HTTP, AWS",Beograd,Daon,"Want to learn about biometric verification and work with the latest generation
of smartphone technologies? Interested in learning new platforms and new
technology? This is the job for you! Daon is an innovative provider of award-
winning biometric identity assurance software products and services focused on
meeting the needs of governments and large commercial organizations worldwide.
We are currently looking for highly motivated DevOps Engineers to join the
Cloud Services team in Belgrade or Novi Sad office.
 Your contribution:
   You will work closely with a team of 9 hard-working, super smart DevOps engineers to help maintaining, troubleshooting, and improving the systems that keep our cloud-hosted infrastructure running smoothly. 
   You will be managing AWS infrastructure and maintaining the required service levels (including availability, performance, security, and cost) for our IdentityX as a Service offering.
   You strive to improve capabilities, pick up and champion new technology and programming languages, apply DevOps best practices, look to add value, and innovate!
 You need to have 7 out of these 10:
   Linux system administration skills, preferably RHEL and variants
   Understanding and debugging of the HTTP protocol
   Scripting abilities: Python (preferred), Bash
   An understanding of network topologies and design
   An understanding of common network protocols and services (DNS, HTTP, SSH, SMTP)
   Knowledge of AWS and its various services (EC2, RDS, VPC, ECS, EKS, S3, Route53, IAM)
   Understanding of TLS/SSL
   Strong security awareness
   Basic SQL and DB administration skills
   Git usage
 It would be ideal to also have:
   HAProxy and Apache Tomcat skills: configure, tune, and debug
   Knowledge of orchestration tools and configuration management (SaltStack)
   Experience in automating AWS environments (CloudFormation, Python/Boto, CDK)
   Automated Builds (Jenkins, AWS Pipelines)
   Monitoring and alerting
   Experience building RPM and maintaining a YUM repository
   Experience with operating Java applications (JVM settings, Log4j, JMX)
   Experience with database servers (MySQL, Oracle, SQL Server)
   Windows Server (services management, events log)
 We offer:
   An opportunity to work in the growing world of biometric and identity management technologies
   The chance to be part of an established & successful product development team
   Competitive compensation & benefits
   Flexible working environment to create a very balanced work/life schedule for you and your family
   Possibility to travel abroad and much more!
 Hiring process:
   Qualified applicants will be invited to schedule a 30-minute introductory call with our HR Business Partner
   Candidates selected for 2nd round interview will then be invited to a series of practical interviews with members of the technical team
   Successful candidates will be selected and contacted with an offer to join our team
Come join the team that is changing the way biometrics and identity
authentication operate globally!",https://www.joberty.rs/posao/devops-engineer/daon/7872
